"county","black_pop_1980","total_pop_1980","black_pop_2010","total_pop_2010","black_pop_2000","total_pop_2000","black_pop_1960","total_pop_1960","black_pop_1910","total_pop_1910"
13135,4094,166903,190167,805321,78224,588448,3502,43541,4431,28824
13137,1321,25020,1444,43041,1610,35902,913,18116,711,10134
13139,6821,75649,13279,179684,10126,139277,5356,49739,4030,25730
13141,7406,9466,6983,9429,7835,10076,7459,9979,14268,19189
13143,1338,18422,1353,28780,1388,25690,1193,14543,2027,13514
13145,5303,15464,5506,32024,4614,23695,6107,11167,12865,17886
13147,4126,18585,4710,25213,4452,22997,3727,15229,5080,16216
13149,1118,6520,1159,11834,1192,11012,1226,5333,3756,11189
13151,6363,36309,75277,203922,17523,119341,7495,17619,10184,19927
13153,15887,77605,39998,139900,27422,110765,8761,39154,17388,23609
13155,2783,8988,2472,9538,2570,9931,3433,9211,4916,10461
13157,2750,25343,4103,60485,3234,41589,2368,18499,8613,30169
13159,3045,7553,3037,13900,3115,11426,3303,6135,11484,16552
13161,1824,11473,2224,15068,1920,12684,1824,8914,1593,6050
13163,10058,18403,9213,16930,9717,17266,9878,17468,12979,21379
13165,3640,8841,3380,8340,3472,8575,4542,9148,7296,11520
13167,2768,8660,3489,9980,3164,8560,2675,8048,5557,12897
13169,5013,16579,7008,28669,5506,23639,4255,8468,9288,13103
13171,4219,12215,5650,18317,4836,15912,4048,10240,NULL,NULL
13173,1391,5654,2390,10078,1856,7241,1543,5097,NULL,NULL
13175,12190,36990,17324,48434,15494,44874,12026,32313,17544,35501
13177,2779,11684,5268,28298,3838,24757,3889,6204,9992,11679
13179,13748,37583,26805,63453,26396,61610,6096,14487,8355,12924
13181,2850,6716,2570,7996,2869,8348,2893,5906,5175,8714
13183,1162,4524,3647,14464,2499,10304,1277,3874,NULL,NULL
13185,20604,67972,39142,109233,31309,92115,15927,49270,12955,24436
13187,232,10762,340,29966,307,21016,127,7241,320,5444
13189,6705,18546,8706,21875,7966,21231,5352,12627,5985,10325
13191,3633,8046,5149,14333,3993,10847,3690,6364,4978,6442
13193,7856,14003,8933,14740,8371,14074,8297,13170,10581,15016
13195,1942,17747,2355,28120,2176,25730,2088,11246,5149,16851
13197,2450,5297,2856,8742,2434,7144,3289,5477,5364,9147
13199,9560,21229,8605,21992,9512,22534,9777,19756,14730,25180
13201,2006,7038,1720,6125,1845,6383,2032,6908,3257,7986
13205,10136,21114,11219,23498,11455,23932,10020,19652,11649,22114
13207,5526,14610,6268,26424,6077,21757,5076,10495,13656,20450
13209,2169,7011,2397,9123,2253,8270,2545,6284,7310,19638
13211,4751,11572,4208,17868,4410,15457,4920,10280,13414,19717
13213,33,19685,245,39628,226,36506,83,10447,402,9763
13215,57884,170108,86403,189885,81488,186291,37929,158623,16747,36227
13217,8801,34489,40878,99958,13771,62001,7248,20999,9458,18449
13219,1268,12427,1635,32808,1683,26225,1393,6304,5162,11104
13221,2830,8929,2566,14899,2496,12635,3556,7926,11338,18680
13223,1205,26110,24321,142324,5685,81678,1203,13101,1588,14124
13225,9682,19151,12715,27695,10738,23668,8127,13846,NULL,NULL
13227,276,11652,312,29431,293,22983,386,8903,440,9041
13229,1662,11897,1666,18758,1706,15636,2127,9678,2742,10749
13231,2340,8937,1837,17869,2025,13688,3201,7138,10159,19495
13233,4823,32386,5190,41475,5085,38127,4454,28015,5697,20203
13235,3074,8950,3824,12010,3287,9588,3560,8204,13504,22835
13237,4272,10295,5522,21218,5625,18812,4214,7798,10178,13876
13239,1336,2357,1204,2513,1218,2598,1560,2432,3588,4594
13241,66,10466,156,16276,119,15050,60,7456,156,5562
13243,5374,9599,4769,7719,4633,7791,6886,11078,12986,18841
13245,67981,181629,108633,200549,99391,199775,42513,135601,28390,58886
13247,3186,36747,39559,85215,12771,70111,2889,10572,3592,8916
13249,1250,3433,1169,5010,1178,3766,1839,3256,3291,5213
13251,6379,14043,6318,14593,6963,15374,7825,14919,12165,20202
13253,2953,9057,2916,8729,3247,9369,2611,6802,NULL,NULL
13255,13002,47899,21030,64073,18141,58417,9973,35404,10060,19741
13257,2637,21763,2845,26175,3053,25435,2555,18391,2222,9728
13259,3787,5896,2864,6058,3232,5252,5200,7371,10381,13437
13261,12981,29360,17001,32819,16276,33200,13015,24652,21243,29092
13263,4220,6536,4065,6865,4002,6498,4975,7127,8230,11696
13265,1318,2032,1024,1717,1253,2077,2096,3370,6450,8766
13267,5253,18134,7465,25520,7010,22305,5033,15837,5841,18569
13269,3186,7902,3503,8906,3752,8815,4012,8311,5379,10839
13271,3570,11445,6017,16500,4534,11794,4011,11715,4761,13288
13273,7301,12017,5700,9315,6658,10970,8208,12742,16607,22003
13275,14626,38098,16497,44720,16607,42737,14189,34319,17086,29071
13277,8530,32862,11618,40118,10760,38407,7000,23487,3777,11487
13279,5734,22592,6767,27223,6296,26067,4731,16837,3411,11206
13281,1,5638,41,10471,12,9319,1,4538,15,3932
13283,2030,6087,2247,6885,2269,6854,1943,5874,NULL,NULL
13285,15633,50003,22394,67044,18734,58779,15760,47189,15399,26228
13287,3499,9510,3712,8930,3895,9504,3112,8439,4018,10075
13289,4756,9354,3724,9023,4623,10590,4771,7935,7396,10736
13291,3,9390,99,21356,100,17289,1,6510,64,6918
13293,7145,25998,7590,27153,7712,27597,6682,23800,6998,12757
13295,2328,56470,2829,68756,2310,61053,2420,45264,2451,18692
13297,6576,31211,13103,83768,8749,60687,6129,20481,10070,25393
13299,8376,37180,10721,36312,9939,35483,8465,34219,8914,22957
13301,3922,6583,3602,5834,3768,6336,4609,7360,8132,11860
13303,9646,18842,11173,21187,11265,21176,10801,18903,17393,28174
13305,3953,20750,5996,30099,5398,26565,3788,17921,3309,13069
13307,1180,2341,1185,2799,1124,2390,2074,3247,4182,6151
13309,1530,5155,2614,7421,2050,6179,1735,5342,NULL,NULL
13311,392,10120,457,27144,432,19944,299,6935,397,5110
13313,2518,65789,3845,102599,3214,83525,1904,42109,1719,15934
13315,2452,7682,3252,9255,3106,8577,2639,7905,5505,13486
13317,5028,10951,4535,10593,4601,10687,5618,10961,16598,23441
13319,4654,10368,3672,9563,4160,10220,4458,9250,5155,10078
13321,6198,18064,5978,21679,6495,21967,8040,16682,9517,19147
15001,286,92053,1020,185079,698,148677,33,61332,NULL,NULL
15003,16843,762565,19256,953207,20619,876156,4878,500409,NULL,NULL
15005,0,144,0,90,0,147,0,279,NULL,NULL
15007,66,39082,278,67091,177,58463,7,28176,NULL,NULL
15009,169,70847,870,154834,509,128094,25,42576,NULL,NULL
16001,684,173036,4441,392365,1942,300904,246,93460,168,29088
16003,0,3347,5,3976,2,3476,1,2978,NULL,NULL
16005,486,65421,625,82839,446,75565,494,49342,129,19242
16007,2,6931,6,5986,6,6411,2,7148,1,7729
16009,4,8292,28,9285,11,9171,12,6036,NULL,NULL
16011,6,36489,105,45607,70,41735,12,28218,44,23306
16013,5,9841,39,21376,25,18991,9,4598,10,8387
16015,1,2999,15,7028,8,6670,0,1646,3,5250
16017,24,24163,58,40877,40,36835,3,15587,16,13588
16019,199,65980,585,104234,403,82522,85,46906,NULL,NULL
16021,3,7289,29,10972,16,9871,0,5809,NULL,NULL
16023,1,3342,6,2891,8,2899,0,3498,NULL,NULL
16025,0,818,3,1117,12,991,0,917,NULL,NULL
16027,143,83756,1077,188923,421,131441,123,57662,33,25323
16029,3,8695,4,6963,4,7304,0,5976,NULL,NULL
16031,3,19427,64,22952,36,21416,31,16121,1,7197
16033,0,798,7,982,1,1022,0,915,NULL,NULL
16035,2,10390,18,8761,13,8930,3,8548,NULL,NULL
16037,0,3385,8,4368,0,4342,0,2996,1,3001
16039,808,21565,733,27038,946,29130,333,16719,1,4785
16041,0,8895,28,12786,12,11329,1,8457,NULL,NULL
16043,2,10813,46,13242,19,11819,6,8679,20,24606
16045,0,11972,20,16719,11,15181,2,9127,NULL,NULL
16047,5,11874,37,15464,33,14155,2,9544,NULL,NULL
16049,9,14769,42,16267,13,15511,12,13542,5,12384
16051,1,15304,52,26140,53,19155,9,11672,NULL,NULL
16053,2,14840,62,22374,42,18342,7,11712,NULL,NULL
16055,39,59770,416,138494,183,108685,1,29556,44,22747
16057,93,28749,293,37244,206,34935,25,21170,28,18818
16059,2,7460,18,7936,8,7806,1,5816,5,4786
16061,3,4118,14,3821,13,3747,0,4423,NULL,NULL
16063,0,3436,19,5208,19,4044,0,3686,28,12676
16065,5,19480,185,37536,65,27467,2,9417,NULL,NULL
16067,14,19718,77,20069,53,20174,34,14394,NULL,NULL
16069,53,33220,117,39265,105,37410,7,27066,48,24860
16071,0,3258,9,4286,5,4125,0,3603,2,15170
16073,50,8272,23,11526,16,10644,0,6375,3,4044
16075,4,15722,52,22623,21,20578,14,12363,NULL,NULL
16077,1,6844,22,7817,7,7538,1,4111,NULL,NULL
16079,6,19226,26,12765,15,13771,2,20876,18,13963
16081,1,2897,25,10170,10,5999,0,2639,NULL,NULL
16083,44,52927,342,77230,124,64284,22,41842,31,13543
16085,6,5604,11,9862,3,7651,0,3663,NULL,NULL
16087,2,8803,18,10198,10,9977,0,8378,12,11101
17001,1703,71622,2331,67103,2094,68277,1385,68467,1880,64588
17003,3808,12264,2915,8238,3347,9590,5298,16061,7775,22741
17005,398,16224,1080,17768,1306,17633,81,14060,160,17075
17007,94,28630,1064,54165,375,41786,33,20326,43,15481
17009,1,5411,1280,6937,1265,6950,2,6210,6,10397
17011,44,39114,212,34978,116,35503,35,37594,223,43975
17013,0,5867,7,5089,2,5084,1,5933,0,8610
17015,66,18779,123,15387,91,16674,84,19507,13,18035
17017,12,15084,419,13642,61,13695,2,14539,4,17372
17019,14661,168392,24946,201081,20045,179669,6770,132436,950,51829
17021,75,36446,495,34800,758,35372,106,37207,181,34594
17023,5,16913,48,16335,34,17008,7,16546,74,23517
17025,0,15283,47,13815,16,14560,5,15815,26,18661
17027,309,32617,1338,37762,1391,35535,75,24029,285,22832
17029,883,52260,2067,53873,1215,53196,203,42860,201,34517
17031,1346464,5253655,1287767,5194675,1405361,5376741,861146,5129725,46627,2405233
17033,33,20818,934,19817,927,20452,7,20751,38,26281
17035,1,11062,38,11048,12,11253,1,9936,7,14281
17037,1659,74624,6732,105160,4084,88969,259,51714,151,33457
17039,26,18108,87,16561,82,16798,35,17253,65,18906
17041,6,19774,58,19980,60,19922,3,19243,58,19591
17043,7809,658835,42346,916924,27600,904161,677,313459,171,33432
17045,54,21725,64,18576,362,19704,101,22550,312,27336
17047,2,7961,30,6721,10,6971,17,7940,86,10049
17049,17,30944,79,34242,56,34264,6,23107,23,20055
17051,301,22167,980,22140,1064,21802,411,21946,19,28075
17053,58,15265,85,14081,35,14241,55,16606,87,17096
17055,33,43201,123,39561,59,39018,34,39281,19,25943
17057,119,43687,1269,37069,1378,38250,130,41954,248,49549
17059,28,7590,12,5589,17,6445,84,7638,606,14628
17061,13,16661,119,13886,110,14761,18,17460,62,22363
17063,42,30582,605,50063,71,37535,17,22350,78,24162
17065,1,9172,31,8457,58,8621,2,10010,3,18227
17067,54,23877,52,19104,41,20121,18,24574,59,30638
17069,2,5383,13,4320,132,4800,16,5879,140,7015
17071,1,9114,15,7331,21,8213,9,8237,15,9724
17073,655,57968,796,50486,583,51020,506,49317,175,41736
17075,193,32976,233,29718,223,31334,145,33562,172,35543
17077,5681,61522,8589,60218,7759,59612,2901,42151,2696,35143
17079,2,11318,11,9698,8,10117,5,11346,69,18157
17081,1603,36552,3251,38827,3134,40045,900,32315,378,29111
17083,62,20538,93,22985,114,21668,44,17023,89,13954
17085,12,23520,107,22678,44,22289,8,21821,20,22657
17087,354,9624,1006,12582,1825,12878,23,6928,164,14331
17089,13724,278405,29422,515269,23279,404119,4675,208246,760,91862
17091,14965,102926,17187,113449,16065,103833,8015,92063,315,40752
17093,183,37202,6585,114736,718,54544,7,17540,51,10777
17095,2001,61607,3810,52919,3512,55836,1806,61280,770,46159
17097,28241,440372,49033,703462,44741,644356,11719,293656,491,55058
17099,520,112033,2186,113924,1723,111509,520,110800,311,90132
17101,140,17807,1608,16833,118,15452,183,18540,289,22661
17103,598,36328,1735,36031,1772,36062,797,38749,62,27750
17105,1822,41381,1915,38950,2053,39678,937,40341,397,40465
17107,817,31802,2285,30305,2045,31183,540,33656,377,30216
17109,988,37467,1642,32612,1138,32913,129,28928,123,26887
17111,108,147897,3283,308760,1523,260077,22,84210,29,32509
17113,4743,119149,12426,169572,9305,150433,1241,83877,1118,68008
17115,13785,131375,18027,110768,16130,114706,6004,118257,906,54186
17117,331,49384,359,47765,400,49019,44,43524,186,50685
17119,14236,247691,21235,269282,18935,258941,11933,224689,3146,89847
17121,1528,43523,1557,39437,1598,41691,1344,39349,651,35094
17123,15,14479,44,12640,46,13180,6,13334,41,15679
17125,1,19492,54,14666,19,16038,2,15193,10,17377
17127,912,14990,904,15429,831,15161,1018,14341,2584,14200
17129,5,11700,76,12705,48,12486,14,9248,107,12796
17131,23,19286,47,16434,50,16957,18,17149,34,19723
17133,19,20117,69,32957,14,27619,1,15507,13,13508
17135,55,31686,952,30104,1143,30652,137,31244,238,35311
17137,1106,37502,2122,35547,1961,36616,1192,36571,1361,34420
17139,11,14546,41,14846,28,14287,2,13635,4,14630
17141,61,46338,483,53497,224,51032,31,38106,33,27864
17143,21528,200466,33030,186494,29532,183433,10157,189044,1737,100255
17145,418,21714,1866,22350,1851,23094,363,19184,814,22088
17147,13,16581,58,16729,39,16365,1,14960,12,16376
17149,9,18896,275,16430,260,17384,10,20552,162,28622
17151,183,4404,269,4470,166,4413,70,4061,523,11215
17153,2926,8840,1994,6161,2278,7348,3799,10490,5911,15650
17155,6,6085,32,6006,38,6086,12,4570,10,7561
17157,2266,35652,3263,33476,3147,33893,1453,29988,1525,29120
17159,12,17587,78,16233,47,16149,27,16299,15,15970
17161,9811,165968,13289,147546,11260,149374,4290,150991,822,70404
17163,73651,267531,82302,270056,73666,256082,47857,262509,8110,119870
17165,865,28448,995,24913,1085,26733,845,26227,918,30204
17167,11400,176089,23335,197465,18237,188951,5923,146539,3633,91024
17169,0,8365,243,7544,16,7189,1,8746,6,14852
17171,0,6142,9,5355,2,5537,1,6377,15,10067
17173,22,23923,50,22363,35,22893,5,23404,75,31693
17175,4,7389,28,5994,4,6332,10,8152,9,10098
17177,2707,49536,4275,47711,3761,48979,1445,46207,82,36821
17179,208,132078,1374,135394,1131,128485,14,99789,25,34027
17181,68,17765,156,17808,150,18293,282,17645,211,21856
17183,6778,95222,10571,81625,8882,83919,5203,96176,2038,77996
17185,22,13713,77,11947,51,12937,0,14047,45,14913
17187,362,21943,303,17707,298,18735,318,21587,576,23313
17189,38,15472,101,14716,50,15148,2,13569,73,18759
17191,6,18059,42,16760,26,17151,2,19008,11,25697
17193,28,17864,56,14665,40,15371,62,19373,470,23052
17195,328,65970,781,58498,616,60653,120,59887,62,34507
17197,31480,324460,75743,677560,52509,502266,11915,191617,1134,84371
17199,845,56538,2540,66357,1527,61296,703,46117,866,45098
17201,21042,250884,36108,295266,29317,278418,8574,209765,257,63153
17203,90,33320,187,38664,89,35469,4,24579,37,20506
18001,7,29619,107,34387,46,33625,1,24643,2,21840
18003,26396,294335,41618,355329,37527,331849,11702,232196,601,93386
18005,974,65088,1420,76794,1310,71435,315,48198,319,24813
18007,11,10218,42,8854,20,9421,11,11912,71,12688
18009,4,15570,49,12766,17,14048,2,14792,40,15820
18011,45,36446,495,56640,163,46107,41,27543,123,24673
18013,18,12377,53,15242,32,14957,3,7024,1,7975
18015,17,19722,48,20155,40,20165,16,16934,7,17970
18017,318,40936,578,38966,527,40930,318,40931,240,36368
18019,4317,88838,7661,110232,6393,96472,2821,62795,2745,30260
18021,90,24862,87,26890,88,26556,189,24207,227,32535
18023,13,31545,142,33224,103,33866,38,30765,84,26674
18025,13,9820,24,10713,17,10743,0,8379,0,12057
18027,124,27836,172,31648,134,29820,109,26636,210,27747
18029,227,34291,300,50047,287,46109,236,28674,180,21396
18031,2,23841,82,25740,12,24555,3,20019,89,18793
18033,28,33606,148,42223,101,40285,38,28271,21,25054
18035,7587,128587,8146,117671,7977,118769,5762,110938,1460,51414
18037,8,34238,122,41889,56,39674,0,27463,9,19843
18039,5761,137330,11307,197559,9551,182791,2219,106790,91,49008
18041,459,28272,322,24277,428,25588,486,24454,440,14415
18043,2182,61169,3873,74578,3126,70823,2010,51397,1749,30293
18045,4,19033,28,17240,19,17954,5,18706,30,20439
18047,2,19612,37,23087,7,22151,3,17015,6,15335
18049,156,19335,150,20836,156,20511,39,16957,6,16879
18051,618,33156,597,33503,622,32500,657,29949,1445,30137
18053,5264,80934,4888,70061,5281,73403,3199,75741,1528,51426
18055,10,30416,49,33165,26,33157,5,26327,85,36873
18057,361,82027,9603,274569,2806,182740,319,40132,555,27026
18059,43,43939,1452,70002,74,55391,41,26665,125,19030
18061,145,27276,178,39364,126,34325,117,19207,293,20232
18063,353,69804,7084,145448,1162,104093,253,40896,301,20840
18065,496,53336,1070,49462,416,48508,421,48899,415,29758
18067,4279,86896,5680,82752,5563,84964,2598,69509,490,33177
18069,40,35596,160,37124,69,38075,3,33814,16,28982
18071,129,36523,282,42376,227,41335,149,30556,136,24727
18073,55,26138,212,33478,104,30043,8,18842,6,13044
18075,48,23239,60,21253,55,21806,85,22572,171,24961
18077,396,30419,542,32428,461,31705,392,24061,604,20483
18079,197,22854,216,28525,206,27554,286,17267,295,14203
18081,833,77240,1578,139654,914,115209,370,43704,360,20394
18083,445,41838,1009,38440,728,39256,250,41561,572,39183
18085,212,59555,572,77358,445,74057,84,40373,28,27936
18087,3,25550,117,37128,66,34909,9,17380,10,15148
18089,126051,522965,128263,496005,122723,484564,87109,513269,493,82864
18091,8662,108632,12001,111467,11156,110106,4890,95111,338,45797
18093,115,42472,186,46134,178,45922,109,36564,345,30625
18095,9652,139336,10963,131636,10511,133358,4976,125819,690,65224
18097,155310,765233,240975,903393,207964,860454,99912,697567,23256,263661
18099,61,39155,220,47051,136,45128,65,32443,71,24175
18101,7,11001,10,10334,16,10369,29,10608,18,12950
18103,1087,39820,1673,36903,1084,36082,630,38000,109,29350
18105,2570,98785,4491,137974,3615,120563,704,59225,438,23426
18107,154,35501,327,38124,288,37629,200,32089,246,29296
18109,8,51999,176,68894,50,66689,8,33875,94,21182
18111,11,14844,56,14244,25,14566,11,11502,20,10504
18113,28,35443,185,47536,189,46275,12,28162,26,24009
18115,48,5114,22,6128,27,5623,52,4165,144,4329
18117,227,18677,170,19840,122,19306,144,16877,363,17192
18119,38,15841,65,21575,55,21786,15,11400,89,14053
18121,41,16372,397,17339,370,17241,36,14804,160,22214
18123,12,19346,471,19338,274,18899,17,17232,193,18078
18125,12,13465,39,12845,13,12837,15,12797,133,19684
18127,299,119816,4894,164343,1344,146798,69,60279,8,20540
18129,302,26414,233,25910,234,27061,278,19214,963,21670
18131,57,13258,88,13402,127,13755,42,12837,2,13312
18133,434,29163,1505,37963,1057,36019,409,24927,221,20520
18135,69,29997,117,26171,70,27401,90,28434,235,29013
18137,7,24398,69,28818,13,26523,8,20641,31,19452
18139,164,19604,132,17392,109,18261,235,20393,418,19349
18141,21604,241617,33958,266931,30422,265559,14022,238614,722,84312
18143,2,20422,57,24181,11,22960,3,14643,1,8323
18145,301,39887,455,44436,330,43445,379,34093,483,26802
18147,118,19361,96,20952,123,20391,189,16074,837,20676
18149,32,21997,66,23363,53,23556,19,17911,14,10567
18151,65,24694,179,34185,123,33214,25,17184,22,14274
18153,22,21107,961,21475,928,21751,44,21721,120,32439
18155,14,7153,32,10613,21,9065,11,7092,48,9914
18157,2040,121702,6913,172780,3752,148955,632,89122,387,40063
18159,2,16819,29,15936,23,16577,1,15856,9,17459
18161,21,6860,33,7516,17,7349,64,6457,101,6260
18163,11934,167515,16347,179703,14078,171922,9547,165794,6548,77438
18165,13,18229,24,16212,44,16788,18,17683,121,18865
18167,6170,112385,7437,107848,6392,105848,4802,108458,3323,87930
18169,147,36640,163,32888,142,34960,67,32605,167,26926
18171,3,8976,11,8508,7,8419,0,8545,18,10899
18173,295,41474,803,59689,525,52383,251,23577,456,21911
18175,7,21932,64,28262,36,27223,0,17819,8,17445
18177,3856,76058,3418,68917,3627,71097,3522,74039,1591,43757
18179,4,25401,96,27636,45,27600,1,21220,3,22418
18181,10,23867,68,24643,40,25267,0,19709,11,17602
18183,9,26215,99,33292,57,30707,0,20954,40,16892
19001,1,9509,11,7682,6,8243,0,10893,21,14420
19003,1,5731,8,4029,3,4482,2,7468,13,10998
19005,8,15108,113,14330,21,14675,3,15982,19,17328
19007,103,15511,63,12887,58,13721,124,16015,486,28701
19009,0,8559,10,6119,10,6830,2,10919,5,12671
19011,6,23649,102,26076,51,25308,12,23422,9,23156
19013,8595,137961,11640,131090,10179,128012,4850,122482,29,44865
19015,50,26184,206,26306,95,26224,29,28037,105,27626
19017,46,24820,191,24276,112,23325,21,21108,6,15843
19019,25,22900,67,20958,57,21093,30,22293,18,19748
19021,9,20774,540,20260,72,20411,3,21189,0,15981
19023,4,17668,26,14867,13,15305,0,17467,1,17119
19025,21,13542,22,9670,77,11115,11,15923,11,17090
19027,3,22951,83,20816,38,21421,3,23431,31,20117
19029,10,16932,35,13956,31,14684,14,17919,22,19047
19031,12,18635,52,18499,34,18187,1,17791,21,17765
19033,238,48458,578,44151,373,46447,213,49894,148,25011
19035,7,16238,66,12072,41,13035,13,18598,5,16741
19037,2,15437,41,12439,7,13095,2,15034,0,15375
19039,4,8612,39,9286,10,9133,4,8222,43,10736
19041,4,19576,69,16667,30,17372,0,18504,0,12766
19043,8,21098,61,18129,26,18678,0,21962,26,25576
19045,551,57122,1291,49116,946,50149,334,55060,436,45394
19047,9,18935,208,17096,129,16942,5,18569,25,20041
19049,56,29513,918,66135,300,40750,112,24123,131,23628
19051,16,9104,7,8753,15,8541,8,9199,43,13315
19053,27,9794,152,8457,85,8689,1,10539,34,16347
19055,3,18933,48,17764,13,18404,1,18483,2,17888
19057,1021,46203,2048,40325,1511,42351,489,44605,429,36145
19059,4,15629,29,16667,29,16424,2,12574,5,8137
19061,237,93745,2486,93653,767,89143,83,80048,96,57450
19063,13,13336,65,10302,26,11027,1,14871,19,9816
19065,44,25488,198,20880,116,22008,39,28581,107,27919
19067,4,19597,203,16303,39,16900,1,21102,17,17119
19069,7,13036,38,10680,9,10704,3,15472,10,14780
19071,5,9401,39,7441,3,8010,3,10282,39,15623
19073,4,12119,26,9336,15,10366,4,14379,1,16023
19075,1,14366,28,12453,10,12369,2,14132,11,13574
19077,3,11983,16,10954,14,11353,6,13607,2,17374
19079,10,17862,50,15673,38,16438,15,20032,37,19242
19081,6,13833,56,11341,11,12100,1,14604,11,12731
19083,60,21776,217,17534,116,18812,18,22533,46,20921
19085,8,16348,25,14928,13,15666,9,17600,15,23162
19087,125,18890,447,20145,302,20336,100,18187,264,18640
19089,3,11114,25,9566,11,9932,0,12734,12,12920
19091,11,12246,44,9815,11,10381,0,13156,4,12182
19093,1,8908,17,7089,8,7837,0,10269,2,11296
19095,4,15429,57,16355,27,15671,3,16396,5,18409
19097,4,22503,61,19848,20,20296,4,20754,0,21258
19099,40,36425,470,36842,309,37213,40,35282,182,27034
19101,74,16316,214,16843,104,16181,50,15818,79,15951
19103,1194,81717,6305,130882,3223,111006,317,53663,65,25914
19105,102,20401,408,20638,361,20221,63,20693,83,19050
19107,3,12921,50,10511,8,11400,3,15492,17,21160
19109,6,21891,44,15543,19,17163,9,25314,6,21971
19111,1121,43106,1118,35862,1066,38052,1039,44207,1471,36702
19113,2740,169775,8346,211226,4919,191701,1183,136899,258,60720
19115,7,12055,60,11387,31,12183,0,10290,17,12855
19117,2,10313,17,8898,12,9422,10,10923,83,13462
19119,2,12896,10,11581,11,11763,1,14468,4,14624
19121,5,12597,46,15679,12,14019,2,12295,5,15621
19123,116,22867,254,22381,142,22335,52,23602,677,29860
19125,103,29669,225,33309,134,32052,88,25886,93,22995
19127,266,41652,679,40648,365,39311,253,37984,148,30279
19129,16,13406,57,15059,41,14547,15,13050,47,15811
19131,0,12329,21,10776,19,10874,0,14043,5,13435
19133,0,11692,33,9243,8,10020,1,13916,0,16633
19135,25,9209,22,7970,16,8016,53,10463,2371,25429
19137,8,13413,25,10740,9,11771,16,14467,48,16604
19139,187,40436,606,42745,294,41722,144,33840,137,29505
19141,3,16972,67,14398,52,15102,3,18840,2,17262
19143,10,8371,18,6462,8,7003,0,10064,6,8956
19145,37,19063,352,15932,282,16976,48,21023,262,24002
19147,6,12721,44,9421,9,10147,2,14736,4,13845
19149,46,24743,76,24986,72,24849,2,23906,10,23129
19151,1,11369,26,7310,21,8662,1,14234,3,14808
19153,13700,303170,25853,430640,18113,374601,10535,266315,3591,110438
19155,443,86561,1267,93158,671,87704,593,83102,353,55832
19157,66,19306,220,18914,103,18815,26,19300,55,19589
19159,0,6112,17,5131,6,5469,0,7910,1,12904
19161,3,14118,31,10350,30,11529,1,17007,30,16555
19163,6620,160022,11728,165224,9689,158668,1866,119067,572,60000
19165,6,15043,32,12167,13,13173,1,15825,7,16552
19167,35,30813,129,33704,64,31589,9,26375,2,25248
19169,789,72326,2196,89542,1463,79981,127,49327,8,24083
19171,13,19533,60,17767,46,18103,46,21413,33,22156
19173,1,8353,14,6317,2,6958,7,10288,61,16312
19175,16,13858,89,12534,28,12309,9,13712,70,16616
19177,6,8626,15,7570,5,7809,6,9778,60,15020
19179,277,40241,482,35625,337,36051,468,46126,624,37743
19181,118,34878,216,46225,108,40671,6,20829,47,18194
19183,29,20141,146,21704,60,20670,16,19406,104,19925
19185,0,8199,18,6403,4,6730,0,9800,9,16184
19187,797,45953,1462,38013,1364,40235,350,47810,84,34629
19189,26,13010,85,10866,21,11723,3,13099,2,11914
19191,93,21876,133,21056,108,21310,4,21651,18,21729
19193,1126,100884,2456,102172,2097,103877,1257,107849,317,67616
19195,22,9075,27,7598,22,7909,43,10259,16,9950
19197,0,16319,57,13229,24,14334,5,19447,4,17951
20001,247,15654,249,13371,234,14385,303,16369,1047,27640
20003,14,8749,40,8102,26,8110,19,9035,161,13829
20005,1143,18397,853,16924,893,16774,1424,20898,2992,28107
20007,10,6548,22,4861,20,5307,27,8713,72,9916
20009,322,31343,399,27674,323,28205,587,32368,388,17876
20011,398,15969,427,15173,474,15379,582,16090,1215,24007
20013,127,11955,123,9984,167,10724,138,13229,457,21314
20015,269,44782,1096,65880,819,59482,203,38395,149,23059
20017,19,3309,34,2790,31,3030,51,3921,103,7527
20019,14,5016,16,3669,13,4359,55,5956,118,11429
20021,162,22304,118,21603,139,22605,274,22279,1181,38162
20023,1,3678,2,2726,4,3165,1,4708,0,4248
20025,0,2599,1,2215,6,2390,0,3396,21,4093
20027,22,9802,34,8535,50,8822,13,10675,111,15251
20029,18,12494,51,9533,35,10268,9,14407,58,18388
20031,2,9370,47,8601,22,8865,4,8403,75,15205
20033,1,2554,6,1891,1,1967,0,3271,0,3281
20035,891,36824,1004,36311,979,36291,952,37861,571,31790
20037,432,37916,785,39134,699,38242,472,37032,1563,51178
20039,0,4509,17,2961,18,3472,0,5778,17,8976
20041,75,20175,153,19754,113,19344,161,21572,162,24361
20043,249,9268,243,7945,165,8249,372,9574,683,14422
20045,3065,67640,4357,110826,4238,99962,1764,43720,2281,24724
20047,4,4271,21,3037,11,3449,13,5118,50,7033
20049,0,3918,0,2882,7,3261,7,5048,6,10128
20051,119,26098,242,28452,183,27507,29,21270,69,12170
20053,3,6640,299,6497,232,6525,36,7677,113,10444
20055,197,23825,841,36776,508,40523,208,16093,189,6908
20057,354,24315,719,33848,527,32458,274,20938,93,11393
20059,329,22062,329,25992,299,24784,309,19548,490,20884
20061,5705,29852,6319,34362,6157,27947,3370,28779,587,12681
20063,2,3726,8,2695,3,3068,8,4107,55,6044
