"county","total_1960","black_1960","total_1910","black_1910","total_2010","black_2010","total_2000","black_2000","total_1980","black_1980"
54087,15720,17,21543,18,14926,19,15446,34,15952,25
54089,15640,1038,18420,1130,13927,664,12999,280,15875,1097
54091,15010,193,16554,527,16895,125,16089,134,16584,109
54093,7750,20,18675,344,7141,11,7321,5,8675,8
54095,10026,12,16211,115,9208,14,9592,2,11320,3
54097,18292,71,16629,226,24254,158,23404,144,23427,91
54099,38977,24,24081,169,42481,74,42903,54,46021,21
54101,13719,1,9680,8,9154,14,9719,1,12245,0
54103,19347,5,23855,57,16583,24,17693,15,21874,5
54105,4391,13,9047,40,5717,9,5873,17,4922,3
54107,78331,643,38001,943,86956,958,87986,887,93648,823
54109,34836,1279,10392,105,23796,117,25708,161,35993,382
55001,7566,6,8604,4,20875,633,18643,50,13457,261
55003,17375,4,21965,8,16157,48,16866,36,16783,25
55005,34270,9,29114,18,45870,407,44963,63,38730,11
55007,11910,6,15987,8,15014,46,15013,20,13822,4
55009,125082,128,54098,69,248007,5491,226778,2641,175280,506
55011,14202,2,16006,1,13587,37,13804,16,14309,2
55013,9214,13,9026,6,15457,81,15674,56,12340,11
55015,22268,1,16701,3,48971,246,40631,124,30867,9
55017,45096,3,32103,7,62415,982,55195,89,52127,27
55019,31527,30,30074,15,34690,80,33557,43,32910,31
55021,36708,3,31129,18,56833,717,52468,460,43222,29
55023,16351,4,16288,3,16644,296,17243,233,16556,14
55025,222095,1611,77435,173,488073,25347,426526,17069,323545,5688
55027,63170,279,47436,43,88759,2381,85897,2142,75064,829
55029,20685,10,18711,3,27785,144,27961,53,25029,36
55031,45008,31,47422,184,44159,486,43287,246,44421,114
55033,26156,9,25260,12,43857,220,39858,135,34314,170
55035,58300,13,32721,33,98736,874,93142,482,78805,140
55037,3437,1,3381,0,4423,10,5088,8,4172,9
55039,75085,54,51610,54,101633,1305,97296,876,88964,125
55041,7542,0,6782,2,9304,76,10024,118,9044,89
55043,44419,7,39007,55,51208,588,49597,259,51736,106
55045,25851,5,21641,6,36842,140,33647,86,30012,12
55047,15418,2,15491,8,19051,88,19105,29,18370,14
55049,19631,10,22497,20,23687,87,22780,38,19802,10
55051,7830,2,8306,3,5916,3,6861,6,6730,20
55053,15151,6,17075,2,20449,400,19100,433,16831,35
55055,50094,20,34306,22,83686,681,74021,210,66152,106
55057,17490,8,19569,13,26664,557,24316,81,21039,19
55059,100615,957,32929,40,166426,11052,149577,7600,123137,2886
55061,18282,0,16784,0,20574,69,20187,31,19539,7
55063,72465,25,43996,74,114638,1610,107120,1016,91056,172
55065,18142,2,20075,5,16836,39,16137,17,17412,1
55067,19916,17,17062,10,19977,72,20740,31,19978,1
55069,22338,13,19064,12,28743,157,29641,123,26555,27
55071,75215,14,44978,16,81442,442,82887,245,82918,70
55073,88874,18,55054,12,134063,841,125834,347,111270,38
55075,34660,21,33812,11,41749,108,43384,100,39314,13
55077,8516,0,10741,9,15404,77,15832,545,11672,25
55078,NULL,NULL,NULL,NULL,4232,19,4562,3,3373,0
55079,1036041,63024,433187,996,947735,253764,940164,231157,964988,149435
55081,31241,53,28881,36,44673,512,40899,188,35074,46
55083,25110,0,25657,2,37660,73,35634,48,28947,7
55085,22112,7,11433,3,35998,152,36776,121,31216,7
55087,101794,3,49102,28,176695,1736,160971,867,128799,62
55089,38441,9,17123,7,86395,1177,82317,765,66981,442
55091,7332,2,7577,1,7469,21,7213,6,7477,1
55093,22503,21,22079,15,41019,232,36804,91,31149,77
55095,24968,12,21367,5,44205,96,41319,63,32351,29
55097,36964,4,30945,5,70019,383,67182,215,57420,108
55099,14370,0,13795,6,14159,39,15822,16,15788,7
55101,141781,5289,57424,115,195408,21767,188831,19777,173132,13894
55103,17684,15,18809,13,18021,82,17924,27,17476,23
55105,113913,2294,55538,157,160331,7978,152307,7048,139420,4696
55107,14794,12,11160,2,14755,61,15347,79,15589,19
55109,29164,28,25910,3,84345,552,63155,177,43262,22
55111,36179,17,32869,30,61976,357,55225,142,43469,31
55113,9475,0,6227,0,16557,77,16196,51,12843,3
55115,34351,5,31884,31,41949,143,40664,91,35928,7
55117,86484,6,54888,19,115507,1684,112646,1224,100935,309
55119,17843,1,13641,24,20689,58,19680,17,18817,1
55121,23377,9,22928,2,28816,62,27010,35,26158,6
55123,25663,7,28116,116,29773,109,28056,18,25642,8
55125,9332,0,6019,10,21430,35,21033,43,16535,4
55127,52368,158,29614,64,102228,980,93759,790,71507,419
55129,10301,10,8196,3,15911,36,16036,27,13174,13
55131,46119,8,23784,6,131887,1155,117493,465,84848,67
55133,158249,146,37100,74,389891,4914,360767,2646,280326,733
55135,35340,5,32782,18,52410,154,51731,87,42831,5
55137,13497,3,18886,11,24496,454,23154,62,18526,13
55137,13497,3,18886,11,24496,454,23154,62,18526,13
55139,107928,52,62116,110,166994,2975,156763,1756,131703,380
55139,107928,52,62116,110,166994,2975,156763,1756,131703,380
55141,59105,2,30583,6,74749,393,75555,201,72799,26
55141,59105,2,30583,6,74749,393,75555,201,72799,26
